run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v13_B_extension_openrouter_20260602T144608279648,v13,v13+pcd65ab4c08d3+tf9ba3065d134,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v13_B_extension_openrouter_20260602T144608279648,v13,v13+pcd65ab4c08d3+tf9ba3065d134,extension,E06_briefing_live_plus_style,False,wrong_tool,,lookup|policy,policy|lookup,True,True,True,
v13_B_extension_openrouter_20260602T144608279648,v13,v13+pcd65ab4c08d3+tf9ba3065d134,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,,papers|policy,papers|policy,True,True,True,
v13_B_extension_openrouter_20260602T144608279648,v13,v13+pcd65ab4c08d3+tf9ba3065d134,extension,E08_specific_url_not_arxiv,False,wrong_tool,,fetch|policy,fetch|policy,True,True,True,
v13_B_extension_openrouter_20260602T144608279648,v13,v13+pcd65ab4c08d3+tf9ba3065d134,extension,E09_two_links_parallel,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v13_B_extension_openrouter_20260602T144608279648,v13,v13+pcd65ab4c08d3+tf9ba3065d134,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v13_B_group_openrouter_20260602T144550680070,v13,v13+pcd65ab4c08d3+tf9ba3065d134,group,G01_timeline_handle_limit,False,wrong_arg_value,,timeline,timeline,True,True,True,
v13_B_group_openrouter_20260602T144550680070,v13,v13+pcd65ab4c08d3+tf9ba3065d134,group,G02_social_latest,False,wrong_arg_value,,social_search,social_search,True,True,True,
v13_B_group_openrouter_20260602T144550680070,v13,v13+pcd65ab4c08d3+tf9ba3065d134,group,G03_lookup_month,False,wrong_arg_value,,lookup,lookup,True,True,True,
v13_B_group_openrouter_20260602T144550680070,v13,v13+pcd65ab4c08d3+tf9ba3065d134,group,G04_explicit_source_audit,False,wrong_tool,wrong_arg_value,source_audit,source_audit|source_audit,False,False,False,"sources: expected ['https://x.com/sama/status/1', 'https://arxiv.org/abs/1706.03762'], got ['https://x.com/sama/status/1']; extra tool call source_audit"
v13_B_group_openrouter_20260602T144550680070,v13,v13+pcd65ab4c08d3+tf9ba3065d134,group,G05_send_requires_confirmation,False,wrong_boundary,,clarify,clarify,True,True,True,
v13_B_group_openrouter_20260602T144550680070,v13,v13+pcd65ab4c08d3+tf9ba3065d134,group,G06_multiturn_account_and_limit_override,True,wrong_arg_value,,timeline,timeline,True,True,True,
v13_B_group_openrouter_20260602T144550680070,v13,v13+pcd65ab4c08d3+tf9ba3065d134,group,G07_multiturn_news_carryover,True,wrong_arg_value,,lookup,lookup,True,True,True,
v13_B_group_openrouter_20260602T144550680070,v13,v13+pcd65ab4c08d3+tf9ba3065d134,group,G08_multiturn_fill_url,True,missing_info,,fetch,fetch,True,True,True,
v13_B_group_openrouter_20260602T144550680070,v13,v13+pcd65ab4c08d3+tf9ba3065d134,group,G09_multiturn_switch_to_social_top,True,wrong_tool,,social_search,social_search,True,True,True,
v13_B_group_openrouter_20260602T144550680070,v13,v13+pcd65ab4c08d3+tf9ba3065d134,group,G10_multiturn_collect_sources_for_audit,True,wrong_arg_value,extra_tool_call,source_audit,source_audit|rank_sources,False,False,False,extra tool call rank_sources
v14_B_cross_openrouter_20260602T145218682564,v14,v14+pbe6b94629b71+t0964b67bdb57,cross,W01_dedupe_sources,False,wrong_tool,,dedupe_sources,dedupe_sources,True,True,True,
v14_B_cross_openrouter_20260602T145218682564,v14,v14+pbe6b94629b71+t0964b67bdb57,cross,W02_rank_sources,False,wrong_tool,,rank_sources|source_audit,source_audit|rank_sources,True,True,True,
v14_B_cross_openrouter_20260602T145218682564,v14,v14+pbe6b94629b71+t0964b67bdb57,cross,W03_extract_citations,False,wrong_tool,extra_tool_call,extract_citations,extract_citations|source_audit,False,False,False,extra tool call source_audit
v14_B_cross_openrouter_20260602T145218682564,v14,v14+pbe6b94629b71+t0964b67bdb57,cross,W04_claim_matrix,False,wrong_tool,,claim_matrix,claim_matrix,True,True,True,
v14_B_cross_openrouter_20260602T145218682564,v14,v14+pbe6b94629b71+t0964b67bdb57,cross,W05_briefing_outline,False,wrong_tool,,briefing_outline,briefing_outline,True,True,True,
v14_B_group_openrouter_20260602T145445678124,v14,v14+pbe6b94629b71+t0964b67bdb57,group,G01_timeline_handle_limit,False,wrong_arg_value,,timeline,timeline,True,True,True,
v14_B_group_openrouter_20260602T145445678124,v14,v14+pbe6b94629b71+t0964b67bdb57,group,G02_social_latest,False,wrong_arg_value,,social_search,social_search,True,True,True,
v14_B_group_openrouter_20260602T145445678124,v14,v14+pbe6b94629b71+t0964b67bdb57,group,G03_lookup_month,False,wrong_arg_value,,lookup,lookup,True,True,True,
v14_B_group_openrouter_20260602T145445678124,v14,v14+pbe6b94629b71+t0964b67bdb57,group,G04_explicit_source_audit,False,wrong_tool,extra_tool_call,source_audit,source_audit|rank_sources,False,False,False,extra tool call rank_sources
v14_B_group_openrouter_20260602T145445678124,v14,v14+pbe6b94629b71+t0964b67bdb57,group,G05_send_requires_confirmation,False,wrong_boundary,,clarify,clarify,True,True,True,
v14_B_group_openrouter_20260602T145445678124,v14,v14+pbe6b94629b71+t0964b67bdb57,group,G06_multiturn_account_and_limit_override,True,wrong_arg_value,,timeline,timeline,True,True,True,
v14_B_group_openrouter_20260602T145445678124,v14,v14+pbe6b94629b71+t0964b67bdb57,group,G07_multiturn_news_carryover,True,wrong_arg_value,,lookup,lookup,True,True,True,
v14_B_group_openrouter_20260602T145445678124,v14,v14+pbe6b94629b71+t0964b67bdb57,group,G08_multiturn_fill_url,True,missing_info,,fetch,fetch,True,True,True,
v14_B_group_openrouter_20260602T145445678124,v14,v14+pbe6b94629b71+t0964b67bdb57,group,G09_multiturn_switch_to_social_top,True,wrong_tool,,social_search,social_search,True,True,True,
v14_B_group_openrouter_20260602T145445678124,v14,v14+pbe6b94629b71+t0964b67bdb57,group,G10_multiturn_collect_sources_for_audit,True,wrong_arg_value,extra_tool_call,source_audit,source_audit|rank_sources,False,False,False,extra tool call rank_sources
v15-repeat_B_cross_openrouter_20260602T145757381882,v15-repeat,v15-repeat+pbe6b94629b71+t0964b67bdb57,cross,W01_dedupe_sources,False,wrong_tool,,dedupe_sources,dedupe_sources,True,True,True,
v15-repeat_B_cross_openrouter_20260602T145757381882,v15-repeat,v15-repeat+pbe6b94629b71+t0964b67bdb57,cross,W02_rank_sources,False,wrong_tool,,rank_sources|source_audit,source_audit|rank_sources,True,True,True,
v15-repeat_B_cross_openrouter_20260602T145757381882,v15-repeat,v15-repeat+pbe6b94629b71+t0964b67bdb57,cross,W03_extract_citations,False,wrong_tool,,extract_citations,extract_citations,True,True,True,
v15-repeat_B_cross_openrouter_20260602T145757381882,v15-repeat,v15-repeat+pbe6b94629b71+t0964b67bdb57,cross,W04_claim_matrix,False,wrong_tool,,claim_matrix,claim_matrix,True,True,True,
v15-repeat_B_cross_openrouter_20260602T145757381882,v15-repeat,v15-repeat+pbe6b94629b71+t0964b67bdb57,cross,W05_briefing_outline,False,wrong_tool,,briefing_outline,briefing_outline,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v15_B_base_openrouter_20260602T145900889760,v15,v15+pbe6b94629b71+t0964b67bdb57,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v15_B_cross_openrouter_20260602T145659487118,v15,v15+pbe6b94629b71+t0964b67bdb57,cross,W01_dedupe_sources,False,wrong_tool,,dedupe_sources,dedupe_sources,True,True,True,
v15_B_cross_openrouter_20260602T145659487118,v15,v15+pbe6b94629b71+t0964b67bdb57,cross,W02_rank_sources,False,wrong_tool,,rank_sources|source_audit,source_audit|rank_sources,True,True,True,
v15_B_cross_openrouter_20260602T145659487118,v15,v15+pbe6b94629b71+t0964b67bdb57,cross,W03_extract_citations,False,wrong_tool,,extract_citations,extract_citations,True,True,True,
v15_B_cross_openrouter_20260602T145659487118,v15,v15+pbe6b94629b71+t0964b67bdb57,cross,W04_claim_matrix,False,wrong_tool,,claim_matrix,claim_matrix,True,True,True,
v15_B_cross_openrouter_20260602T145659487118,v15,v15+pbe6b94629b71+t0964b67bdb57,cross,W05_briefing_outline,False,wrong_tool,,briefing_outline,briefing_outline,True,True,True,
v15_B_extension_openrouter_20260602T145952818265,v15,v15+pbe6b94629b71+t0964b67bdb57,extension,E01_company_source_policy,False,wrong_tool,,policy,policy,True,True,True,
v15_B_extension_openrouter_20260602T145952818265,v15,v15+pbe6b94629b71+t0964b67bdb57,extension,E02_company_data_privacy,False,wrong_tool,,policy,policy,True,True,True,
v15_B_extension_openrouter_20260602T145952818265,v15,v15+pbe6b94629b71+t0964b67bdb57,extension,E03_company_telegram_approval,False,wrong_tool,,policy,policy,True,True,True,
v15_B_extension_openrouter_20260602T145952818265,v15,v15+pbe6b94629b71+t0964b67bdb57,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v15_B_extension_openrouter_20260602T145952818265,v15,v15+pbe6b94629b71+t0964b67bdb57,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v15_B_extension_openrouter_20260602T145952818265,v15,v15+pbe6b94629b71+t0964b67bdb57,extension,E06_briefing_live_plus_style,False,wrong_tool,,lookup|policy,policy|lookup,True,True,True,
v15_B_extension_openrouter_20260602T145952818265,v15,v15+pbe6b94629b71+t0964b67bdb57,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,,papers|policy,papers|policy,True,True,True,
v15_B_extension_openrouter_20260602T145952818265,v15,v15+pbe6b94629b71+t0964b67bdb57,extension,E08_specific_url_not_arxiv,False,wrong_tool,,fetch|policy,fetch|policy,True,True,True,
v15_B_extension_openrouter_20260602T145952818265,v15,v15+pbe6b94629b71+t0964b67bdb57,extension,E09_two_links_parallel,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v15_B_extension_openrouter_20260602T145952818265,v15,v15+pbe6b94629b71+t0964b67bdb57,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v15_B_group_openrouter_20260602T145727880304,v15,v15+pbe6b94629b71+t0964b67bdb57,group,G01_timeline_handle_limit,False,wrong_arg_value,,timeline,timeline,True,True,True,
v15_B_group_openrouter_20260602T145727880304,v15,v15+pbe6b94629b71+t0964b67bdb57,group,G02_social_latest,False,wrong_arg_value,,social_search,social_search,True,True,True,
v15_B_group_openrouter_20260602T145727880304,v15,v15+pbe6b94629b71+t0964b67bdb57,group,G03_lookup_month,False,wrong_arg_value,,lookup,lookup,True,True,True,
v15_B_group_openrouter_20260602T145727880304,v15,v15+pbe6b94629b71+t0964b67bdb57,group,G04_explicit_source_audit,False,wrong_tool,,source_audit,source_audit,True,True,True,
v15_B_group_openrouter_20260602T145727880304,v15,v15+pbe6b94629b71+t0964b67bdb57,group,G05_send_requires_confirmation,False,wrong_boundary,,clarify,clarify,True,True,True,
v15_B_group_openrouter_20260602T145727880304,v15,v15+pbe6b94629b71+t0964b67bdb57,group,G06_multiturn_account_and_limit_override,True,wrong_arg_value,,timeline,timeline,True,True,True,
v15_B_group_openrouter_20260602T145727880304,v15,v15+pbe6b94629b71+t0964b67bdb57,group,G07_multiturn_news_carryover,True,wrong_arg_value,,lookup,lookup,True,True,True,
v15_B_group_openrouter_20260602T145727880304,v15,v15+pbe6b94629b71+t0964b67bdb57,group,G08_multiturn_fill_url,True,missing_info,,fetch,fetch,True,True,True,
v15_B_group_openrouter_20260602T145727880304,v15,v15+pbe6b94629b71+t0964b67bdb57,group,G09_multiturn_switch_to_social_top,True,wrong_tool,,social_search,social_search,True,True,True,
v15_B_group_openrouter_20260602T145727880304,v15,v15+pbe6b94629b71+t0964b67bdb57,group,G10_multiturn_collect_sources_for_audit,True,wrong_arg_value,,source_audit,source_audit,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,social_search,False,False,False,missing tool call clarify; extra tool call social_search
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260602T133052239632,v4,v4+pa1481c243fa0+t7e2bec19146b,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v4_B_group_openrouter_20260602T133137820543,v4,v4+pa1481c243fa0+t7e2bec19146b,group,G01_timeline_handle_limit,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_group_openrouter_20260602T133137820543,v4,v4+pa1481c243fa0+t7e2bec19146b,group,G02_social_latest,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_group_openrouter_20260602T133137820543,v4,v4+pa1481c243fa0+t7e2bec19146b,group,G03_lookup_month,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_group_openrouter_20260602T133137820543,v4,v4+pa1481c243fa0+t7e2bec19146b,group,G04_explicit_source_audit,False,wrong_tool,wrong_arg_value,source_audit,source_audit|source_audit,False,False,False,"sources: expected ['https://x.com/sama/status/1', 'https://arxiv.org/abs/1706.03762'], got ['https://x.com/sama/status/1']; extra tool call source_audit"
v4_B_group_openrouter_20260602T133137820543,v4,v4+pa1481c243fa0+t7e2bec19146b,group,G05_send_requires_confirmation,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v4_B_group_openrouter_20260602T133137820543,v4,v4+pa1481c243fa0+t7e2bec19146b,group,G06_multiturn_account_and_limit_override,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_group_openrouter_20260602T133137820543,v4,v4+pa1481c243fa0+t7e2bec19146b,group,G07_multiturn_news_carryover,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_group_openrouter_20260602T133137820543,v4,v4+pa1481c243fa0+t7e2bec19146b,group,G08_multiturn_fill_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_group_openrouter_20260602T133137820543,v4,v4+pa1481c243fa0+t7e2bec19146b,group,G09_multiturn_switch_to_social_top,True,wrong_tool,,social_search,social_search,True,True,True,
v4_B_group_openrouter_20260602T133137820543,v4,v4+pa1481c243fa0+t7e2bec19146b,group,G10_multiturn_collect_sources_for_audit,True,wrong_arg_value,,source_audit,source_audit,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260602T133401636072,v5,v5+p3ae22a1a3972+t3d6c9806036f,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v5_B_extension_openrouter_20260602T133525623972,v5,v5+p3ae22a1a3972+t3d6c9806036f,extension,E01_company_source_policy,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'source_citation', got 'all'"
v5_B_extension_openrouter_20260602T133525623972,v5,v5+p3ae22a1a3972+t3d6c9806036f,extension,E02_company_data_privacy,False,wrong_tool,,policy,policy,True,True,True,
v5_B_extension_openrouter_20260602T133525623972,v5,v5+p3ae22a1a3972+t3d6c9806036f,extension,E03_company_telegram_approval,False,wrong_tool,,policy,policy,True,True,True,
v5_B_extension_openrouter_20260602T133525623972,v5,v5+p3ae22a1a3972+t3d6c9806036f,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v5_B_extension_openrouter_20260602T133525623972,v5,v5+p3ae22a1a3972+t3d6c9806036f,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v5_B_extension_openrouter_20260602T133525623972,v5,v5+p3ae22a1a3972+t3d6c9806036f,extension,E06_briefing_live_plus_style,False,wrong_tool,missing_tool_call,lookup|policy,policy,False,False,False,"missing tool call lookup; policy_area: expected 'source_citation', got None"
v5_B_extension_openrouter_20260602T133525623972,v5,v5+p3ae22a1a3972+t3d6c9806036f,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,,papers|policy,papers|policy,True,True,True,
v5_B_extension_openrouter_20260602T133525623972,v5,v5+p3ae22a1a3972+t3d6c9806036f,extension,E08_specific_url_not_arxiv,False,wrong_tool,wrong_arg_value,fetch|policy,fetch|policy,False,True,False,"policy_area: expected 'ai_research', got None"
v5_B_extension_openrouter_20260602T133525623972,v5,v5+p3ae22a1a3972+t3d6c9806036f,extension,E09_two_links_parallel,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v5_B_extension_openrouter_20260602T133525623972,v5,v5+p3ae22a1a3972+t3d6c9806036f,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v5_B_group_openrouter_20260602T133440149638,v5,v5+p3ae22a1a3972+t3d6c9806036f,group,G01_timeline_handle_limit,False,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_group_openrouter_20260602T133440149638,v5,v5+p3ae22a1a3972+t3d6c9806036f,group,G02_social_latest,False,wrong_arg_value,,social_search,social_search,True,True,True,
v5_B_group_openrouter_20260602T133440149638,v5,v5+p3ae22a1a3972+t3d6c9806036f,group,G03_lookup_month,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_group_openrouter_20260602T133440149638,v5,v5+p3ae22a1a3972+t3d6c9806036f,group,G04_explicit_source_audit,False,wrong_tool,,source_audit,source_audit,True,True,True,
v5_B_group_openrouter_20260602T133440149638,v5,v5+p3ae22a1a3972+t3d6c9806036f,group,G05_send_requires_confirmation,False,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_group_openrouter_20260602T133440149638,v5,v5+p3ae22a1a3972+t3d6c9806036f,group,G06_multiturn_account_and_limit_override,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_group_openrouter_20260602T133440149638,v5,v5+p3ae22a1a3972+t3d6c9806036f,group,G07_multiturn_news_carryover,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_group_openrouter_20260602T133440149638,v5,v5+p3ae22a1a3972+t3d6c9806036f,group,G08_multiturn_fill_url,True,missing_info,,fetch,fetch,True,True,True,
v5_B_group_openrouter_20260602T133440149638,v5,v5+p3ae22a1a3972+t3d6c9806036f,group,G09_multiturn_switch_to_social_top,True,wrong_tool,,social_search,social_search,True,True,True,
v5_B_group_openrouter_20260602T133440149638,v5,v5+p3ae22a1a3972+t3d6c9806036f,group,G10_multiturn_collect_sources_for_audit,True,wrong_arg_value,,source_audit,source_audit,True,True,True,
